100
(
(0 ((0 0 0) (0 0 0)))
(0.175 ((0 0 0) (0 0 0)))
(0.275 ((0.002 0 0) (0 0 0)))
(0.375 ((0.004 0 0) (0 0 0)))
(0.475 ((0.006 0 0) (0 0 0)))
(0.575 ((0.008 0 0) (0 0 0)))
(0.675 ((0.010 0 0) (0 0 0)))
(0.775 ((0.012 0 0) (0 0 0)))
(0.875 ((0.014 0 0) (0 0 0)))
(0.975 ((0.016 0 0) (0 0 0)))
(1.075 ((0.018 0 0) (0 0 0)))
(1.175 ((0.020 0 0) (0 0 0)))
(1.275 ((0.022 0 0) (0 0 0)))
(1.375 ((0.024 0 0) (0 0 0)))
(1.475 ((0.026 0 0) (0 0 0)))
(1.575 ((0.028 0 0) (0 0 0)))
(1.675 ((0.030 0 0) (0 0 0)))
(1.775 ((0.032 0 0) (0 0 0)))
(1.875 ((0.034 0 0) (0 0 0)))
(1.925 ((0.035 0 0) (0 0 0)))
(2.025 ((0.035 0 0.002) (0 0 0)))
(2.065 ((0.035 0 0.0028) (0 0 0)))
(2.165 ((0.033 0 0.0028) (0 0 0)))
(2.265 ((0.031 0 0.0028) (0 0 0)))
(2.365 ((0.029 0 0.0028) (0 0 0)))
(2.465 ((0.027 0 0.0028) (0 0 0)))
(2.565 ((0.025 0 0.0028) (0 0 0)))
(2.665 ((0.023 0 0.0028) (0 0 0)))
(2.765 ((0.021 0 0.0028) (0 0 0)))
(2.865 ((0.019 0 0.0028) (0 0 0)))
(2.965 ((0.017 0 0.0028) (0 0 0)))
(3.065 ((0.015 0 0.0028) (0 0 0)))
(3.165 ((0.013 0 0.0028) (0 0 0)))
(3.265 ((0.011 0 0.0028) (0 0 0)))
(3.365 ((0.009 0 0.0028) (0 0 0)))
(3.465 ((0.007 0 0.0028) (0 0 0)))
(3.565 ((0.005 0 0.0028) (0 0 0)))
(3.665 ((0.003 0 0.0028) (0 0 0)))
(3.765 ((0.001 0 0.0028) (0 0 0)))
(3.815 ((0 0 0.0028) (0 0 0)))
(3.855 ((0 0 0.0036) (0 0 0)))
(3.955 ((0 0 0.0056) (0 0 0)))
(4.055 ((0.002 0 0.0056) (0 0 0)))
(4.155 ((0.004 0 0.0056) (0 0 0)))
(4.255 ((0.006 0 0.0056) (0 0 0)))
(4.355 ((0.008 0 0.0056) (0 0 0)))
(4.455 ((0.010 0 0.0056) (0 0 0)))
(4.555 ((0.012 0 0.0056) (0 0 0)))
(4.655 ((0.014 0 0.0056) (0 0 0)))
(4.755 ((0.016 0 0.0056) (0 0 0)))
(4.855 ((0.018 0 0.0056) (0 0 0)))
(4.955 ((0.020 0 0.0056) (0 0 0)))
(5.055 ((0.022 0 0.0056) (0 0 0)))
(5.155 ((0.024 0 0.0056) (0 0 0)))
(5.255 ((0.026 0 0.0056) (0 0 0)))
(5.355 ((0.028 0 0.0056) (0 0 0)))
(5.455 ((0.030 0 0.0056) (0 0 0)))
(5.555 ((0.032 0 0.0056) (0 0 0)))
(5.655 ((0.034 0 0.0056) (0 0 0)))
(5.705 ((0.035 0 0.0056) (0 0 0)))
(5.805 ((0.035 0 0.0076) (0 0 0)))
(5.845 ((0.035 0 0.0084) (0 0 0)))
(5.945 ((0.033 0 0.0084) (0 0 0)))
(6.045 ((0.031 0 0.0084) (0 0 0)))
(6.145 ((0.029 0 0.0084) (0 0 0)))
(6.245 ((0.027 0 0.0084) (0 0 0)))
(6.345 ((0.025 0 0.0084) (0 0 0)))
(6.445 ((0.023 0 0.0084) (0 0 0)))
(6.545 ((0.021 0 0.0084) (0 0 0)))
(6.645 ((0.019 0 0.0084) (0 0 0)))
(6.745 ((0.017 0 0.0084) (0 0 0)))
(6.845 ((0.015 0 0.0084) (0 0 0)))
(6.945 ((0.013 0 0.0084) (0 0 0)))
(7.045 ((0.011 0 0.0084) (0 0 0)))
(7.145 ((0.009 0 0.0084) (0 0 0)))
(7.245 ((0.007 0 0.0084) (0 0 0)))
(7.345 ((0.005 0 0.0084) (0 0 0)))
(7.445 ((0.003 0 0.0084) (0 0 0)))
(7.545 ((0.001 0 0.0084) (0 0 0)))
(7.595 ((0 0 0.0084) (0 0 0)))
(7.695 ((0 0 0.0104) (0 0 0)))
(7.735 ((0 0 0.0112) (0 0 0)))
(7.835 ((0.002 0 0.0112) (0 0 0)))
(7.935 ((0.004 0 0.0112) (0 0 0)))
(8.035 ((0.006 0 0.0112) (0 0 0)))
(8.135 ((0.008 0 0.0112) (0 0 0)))
(8.235 ((0.010 0 0.0112) (0 0 0)))
(8.335 ((0.012 0 0.0112) (0 0 0)))
(8.435 ((0.014 0 0.0112) (0 0 0)))
(8.535 ((0.016 0 0.0112) (0 0 0)))
(8.635 ((0.018 0 0.0112) (0 0 0)))
(8.735 ((0.020 0 0.0112) (0 0 0)))
(8.835 ((0.022 0 0.0112) (0 0 0)))
(8.935 ((0.024 0 0.0112) (0 0 0)))
(9.035 ((0.026 0 0.0112) (0 0 0)))
(9.135 ((0.028 0 0.0112) (0 0 0)))
(9.235 ((0.030 0 0.0112) (0 0 0)))
(9.335 ((0.032 0 0.0112) (0 0 0)))
(9.435 ((0.034 0 0.0112) (0 0 0)))
(9.485 ((0.035 0 0.0112) (0 0 0)))
)
